Date,GovMode,GovReason,gov_scale,alpha_eff_final,GovHealthScore_live,GovHealthScore_realized,ZeRO_Active_End,ZeRO_Scale_End,FRIC_Fails_Streak_End,PR_Fails_Streak_End,STALE_Streak_End,FRIC_Soft_End,PR_Soft_End,STALE_Mode_End,Lift_End,dES_P_End,AnnCostDrag_Roll,TurnEff_Roll,TooGood_Alarm_End,TooGood_Streak_End,part3_version,tape_source,run_utc
2025-10-08,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2025-10-17,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2025-10-28,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2025-11-06,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2025-11-17,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2025-11-26,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2025-12-08,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2025-12-17,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2025-12-29,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2026-01-08,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2026-01-20,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2026-01-29,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2026-02-09,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2026-02-19,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2026-03-02,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2026-03-06,ACTIVE,OK,1.0,0.45,1.0,,0,1.0,0,0,0,0,0,0,,,0.0,0.0,0,0,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
