model,auc,pr,lift,brier,ece
base_only,0.6059018201875345,0.22000408393587773,1.3615777940102267,0.14519122412722085,0.08434430386817902
dist_only,0.4138168781025924,0.129840512083284,0.3403944485025567,0.23570326912043515,0.27492911770040174
base_plus_risk_overlay,0.6059018201875345,0.22000408393587773,1.3615777940102267,0.14519122412722085,0.08434430386817902
